miRNA_ID	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped
hsa-mir-181a-1	661.512365	410.246872	1133.159151	495.676067	200.974822	211.278707	407.476287	202.162661	268.714302	564.078371	334.652122	716.8719	788.544121	548.241701	1089.469915	479.317487	184.715817	365.453089	234.402506	427.117885	187.840784	237.334878	465.652009	942.767247	657.378018	257.272228	335.433156	401.620993	460.884996	403.128045	350.626462	297.758274	230.882883	247.033948	916.062875	678.262053	692.929321	362.016306	978.107066	337.427608	805.322463	537.282078	243.211661	284.911651	351.329075	400.402603	693.852976	630.272169	277.228686	906.923752	316.917063	335.648487	404.014944	380.950528	416.469071	381.960453	624.457054	237.599173	328.380374	403.581018	358.18156	585.208797	477.297819	859.350766	610.099922	1750.750895
hsa-mir-181a-2	886.001222	906.192373	2484.856137	711.923394	345.576102	399.735549	693.418903	510.077473	644.983049	902.628926	655.410204	1796.488816	2125.807019	1219.380545	2579.404887	685.975816	258.21052	888.611343	558.815574	908.750815	479.927246	771.985043	1094.986816	1275.105462	1556.672888	460.505541	791.569767	605.699358	748.871206	828.95271	659.139113	443.280333	679.16443	703.61808	2434.256966	1897.896966	1467.176669	580.282874	3173.536056	611.994791	1696.324087	1144.40742	354.775297	565.524777	452.640978	1144.969942	1299.923149	1127.885299	458.107579	1783.439736	675.000412	1108.783763	734.124715	499.828707	689.638934	731.006228	2276.363796	378.157352	1034.733261	500.319539	696.644576	859.147053	787.782461	1876.445372	1307.701686	2210.978868
hsa-mir-181b-1	104.946803	59.212102	244.438617	47.684085	31.015927	37.644313	89.941364	32.336445	49.997354	95.077144	55.576156	140.240514	111.153308	66.690101	166.686975	70.509081	29.371773	59.381722	41.020438	74.520568	39.911203	45.914922	70.304627	76.267173	117.147855	40.764138	51.605101	50.815349	61.558391	75.605297	45.011551	40.722823	42.791762	35.888709	340.659844	129.018766	82.276966	55.006969	167.116169	47.784144	175.2108	92.840435	38.995962	31.835955	50.484237	75.625492	109.17525	122.454498	27.209895	176.332878	45.852908	52.788753	49.65909	49.982871	56.4735	60.698172	106.093156	34.906833	71.260775	66.810041	47.092524	76.178042	52.390266	130.668404	116.076463	335.373199
hsa-mir-181b-2	105.91982	61.801896	225.013031	51.618022	29.33939	35.52682	83.332769	31.977151	53.605411	94.386928	61.25329	113.341495	113.36832	57.991392	168.928683	65.099177	29.893938	51.804825	41.723646	64.517807	35.344249	48.501678	70.304627	70.871598	109.526712	37.592289	53.208649	46.403727	72.264198	75.154371	36.511516	43.058182	47.332367	38.680053	348.296468	121.429427	80.742664	57.716672	173.800816	43.312366	173.20751	87.048555	41.92799	28.209074	50.827667	77.825506	102.536215	120.045093	30.555374	179.872406	40.406292	51.688987	44.213445	45.930206	50.403059	64.452698	118.396735	35.837681	65.452687	65.903118	52.660113	71.385383	48.854726	109.478933	113.917492	284.189167
hsa-mir-181c	111.340913	13.890712	31.971276	73.314281	12.574024	20.233818	18.536303	73.295941	14.260414	24.330086	13.296446	30.032885	21.143292	30.557003	22.73732	23.442917	8.61572	23.259309	20.158615	16.004417	7.942528	11.317058	13.317616	59.351318	44.202629	25.374795	23.615894	27.450092	24.891002	32.466688	13.909149	10.946995	21.739866	7.975269	15.439262	53.687547	36.056106	25.200237	19.815203	24.530898	32.977231	29.811149	12.607717	15.582155	18.88866	20.487633	29.211756	48.046383	24.533512	49.5534	82.965898	12.097423	59.383455	17.561549	22.626191	12.515087	15.934143	15.126294	33.508201	15.266548	12.295092	14.12573	17.356284	30.607014	51.561317	34.265461
hsa-mir-181d	19.877342	2.82523	5.261096	8.583135	1.886104	2.588047	4.996742	8.143993	1.889934	6.729598	3.137364	6.267732	1.409553	1.784351	4.163171	3.245942	1.305412	4.581379	4.219245	1.750483	1.985632	1.940067	3.09712	2.041569	6.314661	5.16894	4.227537	1.960721	4.014678	6.162658	1.545461	2.773239	4.127823	1.794435	5.810475	7.027166	6.13721	4.606495	7.400859	3.321892	10.786945	4.088386	2.492223	2.149263	6.525173	3.712524	6.934104	7.511676	4.014575	8.366158	11.399894	1.759625	4.927012	3.782488	3.495103	3.128772	1.00849	2.09441	5.5847	3.023079	3.479743	1.513471	0.964238	1.961988	10.032867	10.065479
hsa-mir-182	26997.877851	27955.410815	6681.591991	4320.058918	48617.255501	25887.523498	24935.517845	4480.03476	29690.009532	34276.08677	11164.084417	31271.284175	41882.647076	30244.741519	43681.274648	17133.165686	32422.912803	30548.812216	22207.293387	59296.115728	29667.92291	53894.579663	21443.065951	21042.739948	42716.724076	24562.44925	41642.109296	32035.728256	29140.403984	37421.916488	38027.226773	23581.433604	20595.908997	17376.515426	2555.114845	32721.576379	32862.072352	5835.887115	26265.64834	32892.100847	544.124305	42406.274174	48686.605723	17007.922586	46707.706573	32633.224616	10520.51071	33745.851925	15584.355916	27114.075949	3995.662974	45288.570817	4740.433364	21052.514976	43402.368355	28212.259879	42951.793973	14944.429486	24781.102089	28311.435158	48901.526285	54957.916677	29081.740064	42664.803563	5705.018466	305.176762
hsa-mir-1825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-183	7018.369583	6529.694045	4221.827235	3641.395174	7970.883589	4781.768859	5381.330429	2256.485014	5108.148916	16414.007641	2215.128128	7778.517138	10533.386869	7525.721413	20770.382046	8264.890535	9810.172189	10629.680606	6464.821106	21717.243959	8399.421784	13507.232328	4927.672954	6591.058629	6988.805847	7109.524194	13257.262944	9333.521563	6697.285275	9889.713967	14377.037232	6290.143544	4045.954225	5180.734542	543.528426	8011.812385	11106.431489	2365.570623	8320.236598	8172.110822	124.66626	15558.5238	12173.337346	6468.743741	17706.573254	7418.998223	2661.515562	6912.30132	10959.119809	7243.001668	2225.132714	11633.321405	2334.106874	6019.558703	17951.21499	6098.101261	8283.535774	4871.830256	5629.824623	13760.601182	12722.636866	11345.987801	9803.407939	11933.596122	1736.194013	94.658336
hsa-mir-184	0.695012	0.235436	0.4047	0.357631	0	0.235277	0.32237	0	0.687249	0.345108	0	1.044622	0.604094	0.669131	1.280976	0	0	0.528621	0.234403	1.000276	0	0.161672	0.309712	0.145826	0.435494	0	0.874663	0.49018	0.53529	0.601235	2.704557	0	0.275188	0	0.664054	1.124347	0.958939	0.135485	0.477475	2.172007	0.154099	2.214542	0.146601	0	0.171715	0	0.442602	0.566919	0	7.239945	0.126665	0.219953	0.129658	0	0	0	1.210188	0.116356	0.670164	0	0	2.017961	0	0.196199	0.126998	3.640705
hsa-mir-185	155.40467	48.264338	99.151426	255.586697	64.127524	84.934981	125.724487	143.957061	117.519554	260.383684	90.684749	109.424163	148.60714	81.410993	288.539798	100.083222	55.871639	107.309996	221.275965	242.06681	92.927576	54.645224	212.772152	165.804541	143.059741	82.233132	108.895509	240.024914	106.255135	125.056873	121.705053	122.168468	59.027865	71.9768	42.997514	115.807694	216.912002	201.872865	132.976723	136.197588	52.856028	244.110722	91.919054	109.746732	89.120132	73.700479	104.454158	232.436779	146.085912	190.812767	124.51218	47.069971	186.31883	87.807746	260.477122	101.622506	138.768234	108.676605	83.323728	157.653559	98.592722	98.123372	80.353168	204.242956	68.198097	116.074249
hsa-mir-186	122.878111	82.8734	154.595284	120.283105	88.437304	71.759472	90.586105	177.491152	86.249731	81.27284	70.067788	100.022564	108.334203	96.801016	144.269899	103.509495	46.733754	49.514136	93.292197	134.287063	119.932171	68.710711	113.044884	95.662075	93.413438	68.605928	94.900906	97.38247	122.313846	116.038349	85.966268	64.076413	72.924868	59.615133	139.783425	107.937268	301.682209	111.910729	118.65248	109.111389	135.761403	170.008724	51.457078	126.134861	60.271997	74.937987	66.685423	104.029632	96.126761	114.873791	163.018489	80.062942	175.168225	85.376147	141.643633	100.74645	89.755617	68.882816	107.449633	92.506211	57.763736	128.140547	96.423802	149.503489	63.245163	305.390921
hsa-mir-187	748.666863	68.511816	4.046997	1586.091887	222.560231	20.233818	132.010712	745.774226	457.879549	603.593191	403.375325	417.587675	157.064457	71.374021	401.105546	203.412387	36.159916	145.899304	765.792986	276.576335	555.976951	89.081415	201.467663	136.930927	46.380099	278.417891	484.271596	176.628272	217.060239	74.553136	548.252286	58.529935	156.582075	511.613487	19.589601	204.068898	4.027544	1950.308655	880.224738	168.138861	349.342906	222.135647	372.074258	6.582117	66.79717	178.47616	155.353431	614.823627	6.467926	321.614437	758.852968	159.026118	355.39312	11.887818	64.567422	123.649059	55.063558	162.316771	229.866262	329.96905	104.392294	128.645037	11.249444	277.228912	5.714924	0.856637
hsa-mir-188	4.865084	5.650459	2.832898	31.709917	8.173116	8.705247	6.125039	16.168222	10.652357	108.363786	10.159082	13.841243	5.638211	8.252621	8.166221	11.721458	13.96791	27.664482	8.43849	21.255867	16.679309	8.245285	12.698192	5.541401	7.185649	22.08547	8.60085	6.69913	15.791065	7.21482	10.045496	21.164191	11.282715	11.962903	38.681162	14.335418	18.986992	15.445306	17.427829	9.454617	16.796814	10.050616	5.42425	5.641815	8.414039	21.450139	1.180273	18.850056	58.434365	12.227462	26.346423	3.959156	21.004628	7.835153	34.951026	17.771423	4.437356	11.286543	7.595192	11.638853	4.407675	7.062865	2.892714	11.379531	11.30285	5.996456
hsa-mir-18a	1.390024	1.177179	25.091381	6.079721	2.305238	1.411662	3.223705	0.838352	5.497991	1.035323	2.987965	2.611555	4.228658	3.345657	9.607318	4.508253	0.391624	2.114483	2.109623	5.751587	1.389942	1.778395	11.923912	2.333221	4.137192	0.704855	1.166217	4.901802	6.423484	1.954014	3.284105	4.232838	0.550376	1.993817	1.826149	2.248693	3.45218	3.793584	3.103586	1.916476	0.924595	16.353545	0.439804	2.417921	2.404011	0.687504	2.50808	6.236109	0.669096	4.343967	0.886658	3.079344	7.260859	2.431599	2.02348	1.752112	3.02547	9.075776	1.787104	0.75577	0.927932	1.765716	1.928476	8.436549	1.396982	9.85132
hsa-mir-18b	0	0	0.809399	2.861045	1.047835	0.235277	0	1.437175	0	0	0.448195	0	0.201365	0.669131	0.960732	0.36066	0	0.176207	0.468805	0.750207	0	0.485017	1.54856	0.145826	0.435494	0.117476	0	0.326787	0.267645	0	0.77273	0.29192	0.137594	0	0.498041	0	0.191788	0.27097	0.95495	0.25553	0	1.362795	0.146601	0.402987	0	0	0.147534	1.275568	0.223032	0.321775	0.886658	0	2.333848	0.540355	0.367906	0.250302	0.605094	1.163561	0.223388	0	0.231983	0	0.321413	0.784795	0	0.428318
hsa-mir-1908	0	0	0	0	0	0	0	0	0	0	0	0.261156	0	0	0.160122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238737	0.127765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214159
hsa-mir-1909	0	0	0	0	0	0	0.161185	0	0.171812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-190a	2.224038	1.883486	4.856396	16.92785	3.772207	1.646939	1.773038	8.982346	4.982554	2.415753	3.43616	2.3504	7.450493	4.014789	14.410978	5.770564	0.522165	0.881034	12.657735	4.501242	0.198563	0.485017	13.472472	3.937311	4.790433	1.527187	1.603548	12.744686	3.479387	1.503087	4.056835	1.751519	0.825565	0.398763	6.142502	1.405433	1.534302	1.490337	2.387374	3.705188	3.390183	20.101232	1.466014	1.746276	1.202006	1.100007	2.50808	15.590272	0.892128	5.952844	4.939954	3.079344	4.278721	0.540355	1.471622	4.38028	8.269619	13.613665	1.563716	1.360385	1.391897	1.765716	0	1.961988	0.380995	3.854864
hsa-mir-190b	0.139002	0	0	0.11921	0	0	0.161185	0	0	0	0	0	0	0	0.160122	0	0	0	0	0.250069	0	0	0	0.145826	0	0	0	0	0	0	0	0	0.137594	0.199382	0	0	0	0	0.238737	0.127765	0	0.170349	0.146601	0	0	0	0	0	0.446064	0.482663	0.126665	0	0	0	0.183953	0	0	0.116356	0	0	0.231983	0	0	0	0	0.428318
hsa-mir-191	458.012869	418.487125	899.647426	223.51915	571.698973	401.853041	668.112821	299.770818	490.695681	295.757213	581.756858	456.761003	657.052979	490.250309	471.879459	1059.078856	484.960608	229.42137	710.708397	386.106565	1099.245857	433.44333	822.28539	292.673452	481.220742	346.553915	509.636815	407.666549	936.490476	432.588559	271.421586	299.071914	594.131282	419.698515	503.685169	468.852509	2136.51609	661.30299	1269.605412	589.12484	515.461852	527.572161	734.912631	1155.631747	688.749227	1215.507901	387.719673	542.399728	276.782622	668.166461	792.419324	358.963519	459.249336	531.979851	1076.307656	543.405075	960.889343	217.236854	787.442734	596.302291	485.308176	483.049503	443.870901	582.514252	272.538392	1109.558457
hsa-mir-1910	0.139002	0	0	0.11921	0	0	0	0	0	0	0	0	0	0	0.160122	0.36066	0	0	0.703208	0	0	0	0	0	0	0	0	0	0	0	0.193183	0	0	0.398763	0	0	0	0	0	0.127765	0	0	0	0.402987	0.171715	0.137501	0	0	0.223032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126998	0
hsa-mir-1911	0	0	0	5.48367	0	0	0	1.55694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.469904	0	0	0	0	0.193183	0	0	0	0	0.281087	0	0	0	0	0	0	0	0.134329	0	0	0	0.566919	0	0.160888	0	0	1.166924	0	0	0	0	0	0	0	0	0	0	0	0	0.214159
hsa-mir-1912	0	0	0	1.668943	0	0	0	0.239529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135485	0	0	0	0.170349	0	0	0	0	0	0.14173	0	0	0	0	0.648291	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1913	0	0	0	0	0	0	0	0	0.171812	0	0	0.261156	0	0.223044	0	0	0	0	0	0	0	0	0.154856	0	0	0	0	0	0	0	0	0	0	0	0.166014	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446064	0	0	0	0	0	0	0	0	0	0.223388	0	0	0	0	0.196199	0	0
hsa-mir-1914	0	0.117718	0	0	0	0	0	0.119765	0	0.172554	0	0	0	0	0	0	0	0.176207	0	0	0	0	0	0.145826	0	0.117476	0	0.163393	0	0	0	0	0	0.199382	0	0	0.191788	0	0	0	0	0	0	0.268658	0	0.137501	0	0	0.223032	0.160888	0	0	0.388975	0	0	0	0.201698	0.116356	0	0.151154	0	0	0	0	0	0
hsa-mir-1915	0	0	0.4047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126998	0
hsa-mir-192	1902.386685	240.615382	318.903361	445.488567	483.052101	582.545744	215.988222	700.622968	510.454086	199.989854	504.667351	810.10442	350.777288	229.958175	803.331946	270.675526	219.831403	146.780339	416.29885	510.390868	639.17493	798.822638	668.203664	460.227909	516.713493	245.75959	236.742045	811.08487	537.431516	394.259829	137.932393	206.533313	147.225677	206.958223	604.787433	571.449131	872.442701	912.898904	978.345803	305.6141	862.185071	456.536452	630.679062	316.34462	519.781578	666.329331	514.156415	814.520836	203.851182	651.434145	681.967014	812.066981	472.733789	691.384682	359.443712	1120.225432	590.975184	259.241409	243.939707	840.113595	715.899155	933.054888	297.628135	477.547892	173.987696	703.512745
hsa-mir-193a	143.450465	80.165888	1310.822317	99.540528	47.362158	60.701455	108.477667	65.391477	60.649711	132.348764	81.12326	114.124962	60.409407	72.935328	104.719771	91.247046	44.514554	45.461377	75.008802	50.013804	34.549996	48.340006	56.057874	169.741852	58.791674	158.357518	83.384513	139.374576	102.508103	88.832466	122.670966	65.244092	52.560942	61.808332	176.472424	80.390778	144.224425	123.562452	86.422933	168.266626	92.921823	122.992283	64.651201	80.194369	149.735559	83.463043	146.353849	128.265418	45.052449	138.36339	41.672947	52.5688	92.186979	86.18668	125.639742	105.877635	75.031662	75.04969	62.772031	83.134667	49.644335	92.321733	162.956225	115.953494	61.21319	648.04553
hsa-mir-193b	42.673733	2.942947	99.151426	15.020487	69.576268	50.113992	34.816012	13.653166	75.425562	59.876168	27.788078	82.002833	55.576654	144.532393	26.420126	8.655846	6.918684	176.383096	34.222766	3.500966	31.174422	50.118401	80.834835	80.35031	52.912507	7.988361	15.743929	9.150031	243.824757	76.958076	15.840975	5.692438	56.000795	30.306021	26.894198	80.952951	124.278494	84.407245	21.486365	7.410375	26.813262	30.492547	45.739625	18.403063	7.555464	15.125098	16.966424	197.996452	47.282769	34.269072	14.566532	66.425847	9.724365	106.990361	1.287669	74.214466	46.188845	13.14824	85.780996	9.825006	49.412353	49.187808	30.855617	32.7652	155.318944	259.775026
hsa-mir-194-1	404.635952	35.315369	34.399474	177.384797	62.660555	89.405243	37.394976	90.302516	80.579928	31.749899	75.296727	113.863806	90.61411	56.207042	210.400275	48.328475	38.509658	26.783447	99.855467	91.025123	77.04252	109.937137	140.918965	126.86891	94.502173	35.947626	54.374866	151.629081	94.746393	103.262106	32.454681	52.837498	24.078966	42.468306	73.876038	81.796211	126.579948	143.749738	145.629805	54.044634	111.105529	149.737142	106.285988	57.358451	149.220413	116.600758	121.125514	202.106614	30.10931	151.073515	83.47256	105.357553	83.370221	96.993787	47.459815	252.554454	112.950888	75.515114	40.880006	149.037784	156.356458	175.562639	46.604838	86.327474	29.971603	101.939746
hsa-mir-194-2	417.007165	34.255908	35.613573	202.061311	75.653713	98.581045	38.039717	103.835917	86.421543	40.205035	93.523316	126.660427	98.467333	52.861385	218.246251	48.689135	43.470224	28.545516	94.46421	95.776434	82.403727	107.027036	142.932093	132.701964	101.252328	43.231132	60.060174	159.798752	101.705167	107.170133	36.704699	55.318817	26.555659	42.867069	84.002866	91.91533	129.648553	154.182094	154.940563	62.860425	110.489132	146.841202	109.511218	59.776372	157.806168	114.263243	135.28879	209.476561	32.562661	153.004167	91.32582	113.935725	89.334498	112.664092	59.232792	262.191071	127.674843	85.52174	44.677602	156.293173	167.259654	189.688369	53.675916	97.510806	30.479596	95.300813
hsa-mir-195	35.167604	10.947764	31.161877	24.438094	9.011384	11.528571	6.608595	6.467289	9.793296	19.153472	17.927792	11.490843	6.846399	14.720892	13.610368	4.688583	6.265978	10.924827	11.016918	5.751587	2.581322	7.113579	11.304488	54.247396	16.113274	6.343699	21.28346	16.829521	15.52342	13.076861	8.693218	10.071236	9.218804	8.772796	10.790882	14.897592	56.577401	10.161386	10.504445	11.626623	11.249242	13.627954	6.010656	1.880605	13.050347	8.387555	6.78657	14.881623	9.144309	12.871013	16.466514	5.938735	22.560526	8.645686	12.692741	13.641445	6.656034	13.380952	12.956505	6.650773	7.887418	18.161652	1.928476	27.664032	12.953828	18.846004
hsa-mir-196a-1	120.932078	41.318982	70.013048	27.89519	12.574024	28.468512	85.589363	8.024229	19.242968	209.82542	23.903723	69.989679	16.713269	14.497848	35.867322	75.377994	26.108243	55.50517	333.320363	51.514218	286.129566	16.490571	91.055331	160.117314	37.01698	427.142385	48.689558	126.62989	173.70172	30.212057	24.341011	120.416949	7.705269	133.386369	16.933384	38.508869	49.097677	42.40685	32.229547	439.639682	38.524802	317.020275	44.12701	17.46276	13.222062	236.089035	18.589299	57.684006	10.036437	18.019418	21.533134	11.877469	39.027117	13.238706	25.753388	308.496893	133.12069	130.202485	27.029949	21.312705	37.349243	22.702065	98.352278	305.089142	81.151926	43.474304
hsa-mir-196a-2	123.573123	59.565256	80.53524	31.709917	20.74714	35.762097	107.510555	9.461404	23.881898	248.132364	28.684468	89.315188	14.699622	19.181768	43.713299	87.640443	32.765845	70.306549	400.828285	59.016288	354.435306	25.220873	105.766652	174.408295	47.033339	514.192029	60.643282	157.674637	187.351624	36.825642	27.045567	152.382176	9.08121	152.12825	20.751696	42.162995	56.002038	49.316593	38.197982	518.470744	43.455977	391.292623	54.82891	21.761286	16.828079	302.776968	19.474504	71.148331	11.374628	20.432733	23.433116	15.616673	44.343104	17.291371	22.442238	350.172133	154.298981	148.121326	30.604157	26.451939	53.820027	29.008195	137.886037	375.916911	93.724759	46.686691
hsa-mir-196b	329.018653	470.400718	1579.542916	69.261134	23.261945	40.23236	445.677189	380.731695	34.362443	660.708499	31.821831	428.817362	400.715731	600.21091	512.390318	209.182951	213.04326	265.015162	738.602295	746.95616	700.133832	605.300942	771.49262	334.379783	47.904327	288.520819	341.993126	341.819007	710.330301	742.374875	372.842464	229.594983	412.0943	18.741881	732.617881	715.084402	1540.631396	386.539117	831.761049	477.074854	2810.461364	800.982984	489.648551	710.331359	339.480734	595.241369	30.392029	850.236731	26.540799	409.619988	214.824676	573.197874	33.711131	33.231855	39.549845	744.397371	351.55964	127.293583	218.250086	274.646708	505.490687	311.522786	361.267844	807.750481	235.581881	259.132548
hsa-mir-197	102.722765	93.46801	274.791094	146.747773	92.209512	76.229734	126.369228	95.572159	97.589337	59.013399	67.229221	102.634119	91.620933	61.560093	80.060987	118.837556	62.268159	59.205515	145.329554	126.284855	108.812632	57.23198	95.236443	112.432103	127.164214	88.459355	56.7073	161.105899	120.97562	99.053461	116.29594	101.296197	92.876011	110.25809	111.063078	136.889192	307.435843	111.504274	99.076015	128.148387	126.977748	136.279538	56.001721	164.418605	126.210591	125.950819	72.144186	86.455144	89.435803	64.03329	134.89875	65.985941	213.158077	124.55191	130.790419	97.993131	95.201463	59.457971	138.05379	92.506211	62.403394	87.024584	164.884701	184.230678	81.532921	813.376379
hsa-mir-1972-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1972-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196199	0	0
hsa-mir-1976	4.309074	4.47328	10.522192	25.749406	5.239177	2.823323	6.76978	36.528206	4.295305	4.658953	3.884355	6.006577	8.457317	4.014789	8.646587	6.672215	3.394072	4.405172	7.735283	13.753796	3.772701	3.071773	15.640457	9.187059	11.976082	4.464084	5.393753	21.077749	7.22642	4.80988	10.045496	7.297997	3.439852	5.183925	3.486285	5.059559	6.904361	5.690376	4.53601	13.032039	4.006579	16.864593	3.371831	20.820983	7.727179	5.637537	3.688353	9.354163	27.209895	4.987518	41.292951	4.838969	34.878055	3.242132	12.140883	4.880884	13.715465	11.519255	4.244372	6.348465	4.407675	6.558374	13.499332	19.031284	2.539966	14.77698
