miRNA_ID	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped
hsa-mir-376a-1	19.691611	9.720756	0.246271	41.6655	0	1.81333	2.179279	23.637399	0	0.288074	1.774449	0.475995	0.389505	1.056054	5.110207	0.464926	2.851009	0.145098	3.668767	3.252426	6.73888	8.046837	4.76969	4.734769	2.485969	0	1.98622	4.901014	0.41745	1.153298	2.056539	7.30853	1.102241	0.20412	39.122708	1.774551	1.742638	9.029218	6.780234	5.645459	0.340414	0.388731	1.634002	1.958113	2.959448	1.786659	5.937285	3.649393	6.273269	0.298659	5.322204	1.788726	2.026598	0.76149	2.38397	3.076418	0.730637	8.849321	2.336159	0.652552	83.17686	8.696896	1.181688	73.499883	0.752877	4.787829	5.551624	4.412837	0.417655	2.883648	7.008049	2.700453	0.592207	5.461927	2.562303	20.066312	0.149582	4.954952	0	0.939227	6.573504	1.932378	0.152997	2.445006	59.498714	24.061052	10.70463	11.463112	0.098542	0.428629	0.494749	6.335224	0.449609	3.955779	0.837985	73.429447	14.444356	0.210286	0.562299	40.117887	0.502012	2.471353	8.862994	7.2646	0	43.512005	0.595741	0	2.17622	1.790028	8.291662	0	133.635029	6.993519	4.083705	3.906053	11.896651	1.837947	4.075456	1.929838	1.278755	14.835655	0	1.812824	1.808243	1.097107
hsa-mir-376a-2	1.250261	1.518868	0	19.99944	0	0.453333	1.08964	1.890992	0.270825	0	0.70978	0.118999	0.166931	0.528027	1.375825	0	4.276514	0	1.065126	0.929265	0.748764	2.299096	1.255182	0.7678	0.994387	0	0.926902	2.197006	0.521812	0.576649	2.372929	0.41763	0.642974	0.10206	9.529891	0.887276	0.248948	2.083666	3.429084	1.411365	0.042552	0.388731	0.672824	0.881151	0.58132	0.638093	1.141786	1.263251	2.002107	0	1.774068	0	0.868542	0.217569	1.390649	0.745798	0	2.590045	0.155744	0.652552	27.72562	2.099251	0.393896	51.18928	0	1.945055	1.542118	2.206419	0.208828	1.712166	2.143639	0.838072	0.592207	0.722902	1.043901	4.666584	0.149582	2.73028	0.166843	0.156538	3.560648	0.483094	0	0.431472	26.419205	10.693801	7.075942	4.285276	0.197084	0.857258	0.09895	2.436625	0	0.930771	0	30.014957	4.722193	0	0	5.987744	0.390454	2.022016	2.79884	0.864833	0	8.040262	0.297871	0	0.967209	1.790028	3.424817	0	49.02372	0.9202	1.191081	3.038041	4.829334	0.167086	0.603771	0.385968	0	4.789463	0	0.362565	0.602748	0.548553
hsa-mir-376b	0.312565	2.733963	0.985085	23.33268	0	1.359998	0	5.672976	0	0	1.685727	0.356996	0.333862	2.112109	4.91366	0.464926	8.196651	0.145098	1.77521	2.207003	2.620676	7.472063	3.263472	4.094935	0.497194	0.44255	1.191732	3.718011	0.104362	1.153298	1.423758	0.835261	0.734827	0.40824	15.047196	2.366068	1.244741	4.861887	9.663782	1.129092	0.085103	0.388731	0.961178	1.664396	1.16264	1.659041	2.283571	1.965058	4.271162	0	4.23047	1.043423	1.44757	0.543922	4.767939	3.262868	0	4.964253	1.868927	0.652552	47.649056	6.497681	0.393896	40.763765	1.003836	6.732884	4.934777	2.941891	0.83531	4.595814	4.287277	1.210548	2.220777	1.204837	3.701104	3.733267	0.448745	4.044859	0.333687	0.313076	5.660518	1.811604	0	1.582063	21.979003	14.258401	16.691965	16.819706	0.886876	2.428897	0.791599	11.208473	0.674414	5.002896	0.380902	36.714724	6.666626	0	1.030881	4.191421	0.780908	3.370027	0.466473	3.1134	0.187773	11.350958	1.042547	0	3.143429	4.176733	8.832422	0	93.689776	3.49676	6.806175	4.123056	8.716358	1.503775	3.169799	0.771935	0.142084	10.39664	0.068084	1.631541	0.803663	3.565597
hsa-mir-376c	1.875391	20.049059	0.492543	44.332092	0.101223	2.538662	2.542492	14.182439	0.54165	0	3.903788	0.594994	0.500793	4.400227	7.66531	0	20.669816	0.145098	5.680672	5.227113	5.615733	15.5189	10.543526	17.915343	3.728953	0.737583	2.648293	8.619024	0.834899	2.883246	5.062249	2.088151	2.571896	0.918541	39.122708	3.450516	3.858698	8.797699	23.302185	6.210005	0.936138	0.777462	2.210709	4.69947	3.910699	3.956174	6.622356	7.018063	6.67369	0	12.69141	3.13027	2.895139	0.979059	7.946566	7.737657	1.826592	8.633484	3.893598	4.078453	110.90248	15.094613	0.393896	168.997603	1.505754	13.765008	11.411672	13.606248	2.505931	15.589723	7.997421	3.352287	4.589606	7.309344	9.39511	18.199678	1.645397	9.202054	0.834217	0.939227	10.681944	4.710171	0.152997	3.451773	81.255707	60.725513	32.839626	55.06579	1.67521	3.286155	0.890549	26.802871	2.248047	11.867336	0.914165	90.31286	16.111013	0.525714	3.186358	12.574263	1.729152	11.008755	6.530627	7.956466	0.375545	32.634004	2.234029	0	3.385231	13.126875	25.956506	0.161476	169.948895	9.201999	13.101887	9.765133	20.495221	2.005033	8.452797	2.412298	0.710419	27.802251	0.408501	3.263083	2.310532	6.308364
hsa-mir-377	15.628262	6.68302	0.492543	20.999412	0	2.357329	0	9.139794	0.270825	0.576147	1.508282	0.356996	0.445149	0.528027	2.16201	0.232463	5.702018	0.145098	2.366947	3.6009	2.995058	3.736032	4.518654	4.606802	0.497194	0	1.324146	3.54901	0.313087	0.864974	1.423758	2.923412	1.377802	0.5103	14.044049	1.971724	2.11606	6.019479	6.468499	3.105003	0.468069	0	0.576707	0.979056	0.845557	1.148567	3.882071	2.105419	3.470319	0.895977	3.684603	1.192484	1.737084	0.326353	2.979962	2.517069	2.922547	4.100905	4.049342	1.957657	53.918668	5.298109	4.332856	39.721213	0	4.787829	4.163718	5.14831	0.939724	3.063876	6.678259	1.955501	1.184415	2.088384	2.372502	9.333168	0.598326	3.943738	0.166843	0.313076	2.921557	1.570057	0	1.006767	22.423023	20.751066	7.620245	20.783586	0.295625	0.571505	0.3958	10.721148	0.449609	4.188471	0.990346	38.054677	6.38885	0.210286	0.937164	52.093375	0.948245	3.594695	9.795941	4.324167	0.093886	10.878001	0.148935	0.19139	1.692616	2.386705	3.965577	0	97.684301	4.969079	3.062779	6.076083	5.889431	1.169603	1.660371	1.254395	0.852503	8.177133	0.136167	2.356671	1.406411	2.46849
hsa-mir-378a	92.519313	85.056616	39.403403	428.987988	30.569212	85.498518	219.380765	143.085052	334.198259	52.717455	574.122996	14.815338	72.503634	60.547124	57.195004	102.748619	113.327612	107.082351	97.754892	50.877237	185.3192	70.697212	54.725922	79.595308	713.721577	46.025153	33.765733	434.669231	107.075812	123.979583	36.54311	151.39097	87.720031	58.990716	68.213953	63.58809	16.804007	78.021703	68.347879	263.642959	233.396121	157.047232	26.816862	143.823374	44.973044	70.955891	48.183351	79.023389	146.687707	82.42989	148.612317	98.678042	86.564671	32.417732	115.225203	72.528884	60.27754	47.052486	36.444074	101.79819	3084.231409	76.7726	59.872196	1353.440399	99.630714	141.68981	95.148667	63.618401	74.655868	150.760733	133.812519	81.991348	34.199969	161.930078	104.010507	134.397626	230.505185	193.849873	34.369731	67.311258	82.260102	48.792542	81.853456	58.967785	529.716167	769.444449	196.312019	590.618096	76.665496	47.72068	32.752415	82.357912	131.735542	108.551218	64.75336	447.276451	61.944066	93.26171	47.139362	155.681351	173.36148	83.352	129.213129	89.07783	102.5239	88.44288	21.148806	20.095948	127.671582	189.146341	108.512616	91.072461	725.187915	49.874834	122.851461	397.115423	169.497834	42.272778	105.659963	94.658556	27.706353	134.338607	81.836431	41.694947	44.502862	141.252507
hsa-mir-378b	0.312565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-378c	0.62513	1.215095	0.246271	1.999944	0.80978	1.178665	1.08964	2.206157	0.812476	0.576147	3.371453	0.059499	1.22416	0.352018	0.786186	0.232463	0.712752	0.72549	0.118347	0.116158	1.497529	0.862161	0.502073	1.279667	2.237372	1.032616	0	2.535007	0.834899	0	0.316391	0.835261	0.091853	0.40824	0	0.690103	0.622371	0	0.389669	1.129092	4.425378	0.388731	0.096118	0.489528	0.369931	0.127619	0.456714	0.561445	1.334738	0.597318	0.818801	1.043423	0.579028	0.217569	0.794657	0.18645	0.547978	0.431674	0.311488	0.326276	39.289572	0.999643	0.393896	11.468067	0.250959	1.047338	0.771059	1.103209	0.626483	1.261596	0.906924	0.605274	0	0.883547	0.4745	0.466658	2.991631	1.617944	0.166843	1.095765	0.730389	0.966189	0.458991	0.287648	5.328243	3.946522	0.725738	3.749616	0.985418	0.428629	0.09895	0	2.472851	0.698079	1.066526	2.947898	0.277776	0.525714	0.374866	0	1.89649	0.674005	0.466473	0.345933	2.628818	0.945913	0.148935	0.38278	1.209011	0.596676	1.081521	0.484428	3.268248	0.36808	1.020926	1.519021	1.060098	0.668344	0.754714	0.096492	0.568335	0.233632	0.612752	0.362565	0.50229	0
hsa-mir-378d-1	0	0	0	0	0	0	0.363213	0	0	0	0.266167	0	0	0	0	0	0	0	0	0	0	0	0	0.127967	0	0	0	0	0	0	0	0	0	0	0	0.098586	0	0	0.077934	0	0.127655	0	0	0	0.052847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163138	1.114598	0.099964	0	0.312765	0	0	0	0	0	0	0	0	0	0	0.0949	0	0.149582	0	0	0	0	0	0	0	0	0.127307	0	0	0	0	0	0	0	0.116346	0	0	0	0	0	0.598774	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18404	0	0.217003	0.117789	0	0	0.096492	0	0.116816	0	0	0	0
hsa-mir-378d-2	0	0	0	0	0	0	0	0	0	0	0	0.059499	0	0	0.196546	0	0	0	0	0	0.374382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042552	0	0	0	0	0	0	0	0	0	0.136467	0	0	0	0	0	0	0	0	0	1.532572	0	0	0.417021	0	0.14962	0	0	0	0.090114	0	0	0	0	0	0	0.299163	0.101121	0	0	0	0	0	0.143824	0.22201	0.127307	0	0.214264	0	0	0.1979	0	0	0	0	0	0	0	0	0	0.055779	0	0	0.172967	0.093886	0	0	0	0	0	0	0	0	0	0	0	0.117789	0	0	0	0	0.116816	0.068084	0	0	0
hsa-mir-378e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-378f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-378g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-378h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-378i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139325	0	0	0.104255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-378j	0.312565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-379	60.012528	856.034083	41.373573	5386.515844	7.591692	474.820505	180.516954	2636.673014	42.790377	50.412867	282.137402	110.252297	140.388848	305.727776	370.686519	46.725051	1142.185527	10.447059	464.039869	714.139853	489.691947	715.881123	322.330662	805.038716	389.551275	16.669366	245.364329	706.422001	125.130505	151.082097	6.486007	294.220519	326.538965	102.570362	3237.153331	290.533488	345.789127	888.799163	1721.55604	576.401415	96.37962	85.326405	256.634482	332.977055	183.485792	216.696227	876.662954	279.88035	818.060927	41.214945	405.169853	333.89549	384.185011	75.496329	494.475051	671.498134	178.823368	725.212621	341.857872	259.389619	11602.127043	863.891677	286.559362	8652.656442	245.437879	815.875962	746.539218	287.569884	122.477389	456.517559	1901.077673	366.563249	128.657028	1541.387995	517.20553	2544.221719	108.446631	702.187541	49.218789	303.370275	531.266964	196.136355	9.179827	224.221406	6394.557733	5929.967315	1012.766813	1975.297744	152.247033	133.875082	118.443023	315.78655	82.952926	620.01012	167.901653	11814.101295	677.49586	59.72114	215.735213	179.033554	278.505106	773.758184	227.172542	827.126569	41.497769	2633.422233	142.382103	8.421159	294.515127	50.120797	755.983245	12.837342	18375.542756	1013.508166	371.106698	1416.812348	881.765661	182.792172	326.942113	305.879329	118.640024	1253.788057	14.093296	290.958215	364.260445	259.465769
hsa-mir-380	0	2.430189	0	7.666452	0	2.357329	2.179279	15.127935	0.270825	0	1.685727	0.059499	0.222574	0.528027	1.375825	0	1.069128	0	1.656863	3.02011	2.246293	2.299096	0.753109	0.255933	1.988775	0	0.529659	2.028006	0.104362	0.288325	1.423758	0.208815	1.010388	0.20412	22.570793	0.788689	0.248948	2.778221	5.689162	1.693638	0.085103	0.194365	0.86506	0.489528	1.004099	0.89333	3.653714	0.561445	1.735159	0	1.637601	1.043423	1.158056	0.76149	1.589313	2.517069	0.365318	3.237556	0.155744	0.815691	10.03138	2.799001	0.393896	9.799984	0.752877	3.740491	0.925271	0.367736	0.313241	1.441824	7.502735	1.815822	0.296104	3.052253	1.423501	17.73302	0.149582	4.853831	0.166843	1.095765	3.925843	1.449283	0	1.438239	9.324425	9.038808	3.447254	2.678297	0	0	0.29685	0.97465	0	1.62885	0.685624	23.58318	1.666656	0.105143	0.656015	1.197549	0.390454	1.797348	0	3.805267	0	16.55348	0	0	0	2.386705	1.622282	0	47.571165	1.8404	2.212007	2.387033	5.1827	0.334172	1.0566	1.350887	0.284168	2.45314	0	0.72513	1.004579	0.274277
hsa-mir-381	40.008352	25.820758	3.694069	625.649148	0.101223	31.551945	8.353903	109.677529	4.062378	1.728441	15.082817	3.68896	6.732878	20.241044	32.23361	1.627241	82.322888	0.290196	33.847335	15.332866	29.950578	42.245895	25.605707	75.372406	18.893361	1.475165	14.035952	49.179139	10.436239	8.073089	47.458585	30.069379	22.044825	8.675105	111.85082	18.731375	12.696361	59.50023	97.728894	37.824579	6.212549	6.802789	16.147788	20.16856	17.016828	12.378995	26.032711	21.334911	36.1714	5.674521	33.297893	15.651351	11.580558	6.309491	70.923099	57.519693	13.151463	39.28235	15.262903	21.371094	5109.316268	41.285265	6.893181	4478.280107	13.802744	58.501284	65.231582	24.270604	9.814897	54.699202	68.349093	21.044912	12.732456	87.631803	38.62434	120.397873	7.778241	60.470644	2.669494	5.791899	37.249858	8.937248	0	14.382387	1679.506622	1697.131693	117.56949	181.588549	10.05126	6.572309	7.915992	36.549369	6.069726	41.070289	7.694223	1873.79086	31.388697	3.890286	12.558001	116.162239	14.781465	50.775072	47.113813	98.072096	3.379909	118.239145	7.148892	0.76556	10.639299	37.590598	50.290731	0.726642	2362.943297	119.810027	21.609606	58.5908	83.158771	11.361853	20.98105	13.798342	2.55751	279.77475	0.885086	9.245401	19.991128	9.599685
hsa-mir-382	11.564914	31.896231	2.216441	267.992496	0.101223	21.759962	6.901051	95.810255	1.083301	2.592662	7.985021	5.711938	4.896638	14.608754	16.902991	1.859704	26.72821	0.145098	19.408962	32.408103	21.714169	18.680158	19.329798	19.322977	18.147571	0.44255	9.931098	24.67407	4.591945	7.49644	8.226155	11.902462	11.022412	2.959742	95.298905	12.717618	12.07399	39.589648	64.529126	21.170473	2.340344	2.915481	13.264254	6.363866	13.106128	10.081862	31.741639	11.228901	30.965922	1.493295	19.105348	12.819202	10.422502	3.916236	12.515841	30.018381	17.717943	44.678278	14.484183	11.093392	419.088769	45.883624	69.916545	371.461111	8.783564	39.200349	38.707156	12.135302	6.473656	18.022801	83.931697	15.830243	5.477917	30.843824	16.512617	81.198565	3.440376	28.415135	1.668434	11.114184	24.833238	8.937248	0.305994	8.054136	137.42427	249.903947	45.177165	54.851526	4.532921	4.857794	4.155896	16.569047	1.348828	23.036593	8.98929	251.643252	32.222025	2.628571	6.466433	23.950977	7.418622	27.409552	8.396521	48.430665	1.408295	108.307057	2.531899	0	11.122903	10.143495	29.561577	0.322952	554.875881	46.009995	18.887136	51.429702	58.423159	6.015099	14.792395	17.658018	4.120432	48.01145	0.817003	7.795142	16.876932	12.616729
hsa-mir-383	5.626174	2.430189	2.216441	127.996416	0	15.866639	143.469209	173.971253	5.416503	19.300926	47.466513	49.086965	6.176442	1.056054	29.678507	12.088073	293.653939	19.007843	117.400548	7.782591	2.246293	136.221458	68.532921	20.090777	41.018481	0	1.72139	19.266055	1.669798	49.303509	0.158195	0.626445	27.00491	35.210721	5.517305	2.563241	54.644142	6.945552	14.106005	0.282273	0	110.010809	93.042014	7.734545	33.240946	24.630372	0.685071	11.930707	0.133474	44.798853	0.955267	8.943629	11.00153	3.807452	1.191985	127.438283	0.913296	33.670586	59.961404	45.841813	40.543495	12.395576	1.575584	12.927639	1.254795	13.914628	0.925271	3.677364	6.682483	14.057785	19.375195	0.419036	1.480518	0.883547	10.533911	67.198813	1.94456	23.864669	137.979454	1.878454	0.182597	2.536246	1.682968	72.631052	145.638644	87.078095	21.590693	19.605135	0.295625	6.858062	2.572697	5.847899	0.224805	11.983682	0.837985	4.823832	2.222209	3.995428	0.093716	0.598774	10.374915	19.995493	9.795941	74.548631	0.469432	91.753576	3.872317	0.38278	12.573716	1.193352	17.304338	4.44059	53.381384	35.151636	1.701544	7.812107	143.466548	8.187218	1.207542	38.596761	3.267929	46.259207	261.032344	0.543847	2.611906	11.519622
hsa-mir-384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3907	0	0	0	0	0	0	0	0	0	1.152294	0	0	0.111287	0	0	0	0	0	0.118347	0.116158	0.374382	0	0	0	0	0	0	0	0	0	0.158195	0	0.183707	0	0.501573	0	0	0.694555	0.077934	0	0.042552	0	0	0.097906	0.105695	0	0.228357	0	0	0.298659	0	0.14906	0	0.217569	0	0	0	0	0	0	0	0.199929	0	0	0	0	0	0	0	0	0	0	0.148052	0	0	0	0.149582	0.101121	0	0	0.091299	0.120774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093886	0	0	0	0.241802	0	0	0.080738	0	0	0	0	0.117789	0	0	0.096492	0	0	0	0.181282	0	0
hsa-mir-3908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3909	0	0.911321	0	0.333324	0	0.090667	0	0.315165	0	0.576147	0	0.178498	0.166931	0	0	0	0.712752	0.145098	0.236695	0.116158	0	0	0	0	0.248597	0.295033	0.132415	0.507001	0.104362	0	0	0	0.27556	0.10206	0	0.394345	0.248948	0	0.155867	0	0.127655	0	0	0	0.105695	0	0	0.280723	0	0	0.136467	0	0	0.108784	0.198664	0.093225	0	0	0.155744	0	0.278649	0.199929	0.196948	0.20851	0	0.448859	0.308424	0	0	0.090114	0.412238	0.093119	0.148052	0.080322	0.2847	0	0	0.101121	0.166843	0.156538	0	0	0	0.287648	0	0.763843	0	0.749923	0.197084	0	0.3958	0	0.449609	0.116346	0	0	0.277776	0	0.281149	0	0.223116	0.224668	0	0.172967	0.093886	0	0.148935	0.19139	0	0	0.540761	0	0	0	0	0	0	0	0	0	0	0.116816	0.136167	0.362565	0.100458	0.274277
hsa-mir-3910-1	0	0.303774	0.246271	0	0	0.181333	0	0	0	0.576147	0.35489	0.059499	0.111287	0.176009	0.786186	0.232463	0	0	0	0.348474	0	0	0.251036	0.127967	0	0	0.662073	0.169	0	0	0	0	0	0	0	0	0	0	0.311735	0	0	0.194365	0	0.391623	0.052847	0	0	0	0.133474	0	0	0	0	0.108784	0.595992	0	0.182659	0	0.311488	0	0	0.199929	0	0	0	0	0	0	0.104414	0	0	0	0	0.160645	0.0949	0	0	0	0.166843	0.156538	0	0	0.152997	0	0	0.127307	0.181434	0.107132	0	0.142876	0.09895	0	0	0	0	0	0	0.210286	0	0	0	0	0	0	0	0.472957	0	0.38278	0	0	0.180254	0	0	0	0.680618	0.434006	0	0	0	0.096492	0	0	0.136167	0	0	0
